"num","team","total_points","total_notes","total_note_points","auto_notes","auto_points","teleop_notes","teleop_points","amp_notes","speaker_notes","amplified_notes","endgame_points","endgame_park_points","endgame_on_stage_points","endgame_harmony_points","endgame_trap_points","endgame_spotlight_points"
"4338","Falcons","21.1","6.8","18.5","1.2","7.4","5.7","12.6","0.6","6.2","0.6","1.1","0.63","0.4","0.01","0","0.1"
"5188","Area 5188: Classified Robotics","21.1","5.8","17.6","1.7","10.3","4.2","9.4","1.4","4.5","0.8","1.4","0.67","0.6","0.02","0","0.15"
"7536","ANKA ROBOTICS","21.1","7","18.5","1.4","8.2","5.6","11.8","0.8","6.1","0.5","1.1","0.61","0.4","0.1","0","0"
"95","Grasshoppers","21.1","5.9","16.6","1.3","8.1","4.6","9.9","1.6","4.3","0.8","3","0.08","2.5","0.15","0.2","0.16"
"1708","AMP'D Robotics","21","6.3","17.5","1.2","7.4","5.1","11.3","1.5","4.8","0.9","2.4","0.45","1.8","-0.05","0.1","0.03"
"2062","CORE 2062","21","6.5","17.8","0.8","5.5","5.7","14","2","4.5","1.5","1.5","0.68","0.8","-0.01","-0.1","0.12"
"7461","Sushi Squad","21","7","18.5","1","6.8","6.1","13.6","1.7","5.4","1.1","0.6","0.77","-0.1","0.01","-0.1","-0.02"
"8764","Thunder Robotics","21","5.9","17.2","1.3","8.1","4.6","10.5","1.2","4.7","0.9","2.5","0.24","1.4","0.07","0.7","0.02"
"8728","Argonauts","21","7","18.9","1.2","7","5.8","13","2.1","4.9","1.2","1","0.71","0.4","0.07","-0.2","0.06"
"8768","CTEC Titans","21","6.7","17.1","0.5","3.6","6.2","14.9","2.5","4.1","1.7","2.5","0.54","1.8","0.12","0","0.08"
"288","The RoboDawgs","21","6.8","17.7","0.8","5.2","5.9","13.5","2.1","4.6","1.3","2.3","0.27","1.5","0.09","0.5","0"
"6508","Hastings Heroes","21","6","16.9","1.1","7.5","4.9","11.6","1.7","4.3","1.1","1.9","0.05","1.6","0.08","0.2","0.07"
"3082","Chicken Bot Pie","21","6.5","17.3","0.8","5.5","5.7","13.3","1.3","5.2","1.1","2.1","0.29","1.4","-0.04","0.3","0.19"
"2143","Team Tobor","20.9","5.4","17","1.5","8.4","3.9","9.8","0.9","4.5","0.9","2.7","0.13","2.3","0.37","-0.1","0.07"
"4956","RoboSharks","20.9","6.7","16.9","0.9","6.1","5.8","12.5","0.4","6.3","0.4","2.4","0.3","1.7","0.39","0","-0.01"
"5554","The Poros Robotics","20.9","5.5","17","1.8","10.8","3.7","7.8","1.9","3.7","0.8","2.3","0.35","1.2","0.04","0.8","-0.04"
"4255","Robodores","20.9","6.8","17.5","0.4","3.9","6.4","15.7","2","4.8","1.6","1.3","0.45","0.6","-0.09","0.4","0.01"
"5505","V2 - Volts Squared","20.9","5.8","15.9","1.3","8","4.5","9.5","1.1","4.7","0.6","3.4","0.11","2.8","0.54","-0.2","0.07"
"714","Panthera","20.8","5.7","16.3","1.5","8.4","4.2","9.2","0.8","4.9","0.5","3.2","0.3","2","0.2","0.5","0.18"
"8046","LakerBots","20.8","6","18.1","1.5","8.9","4.6","10.7","1.5","4.5","1","1.3","0.83","0.8","0","-0.4","0.03"
"2059","The Hitchhikers","20.8","6.2","17.9","1.6","9.5","4.5","9.8","1.2","4.9","0.7","1.5","0.53","1","-0.07","0","0"
"4534","Wired Wizards","20.8","6.1","17.9","1.1","6.3","5","13","2.8","3.2","1.9","1.4","0.51","1","-0.04","0","0.03"
"7845","8BIT","20.8","5.1","16.4","1.7","10","3.4","7.8","1","4.1","0.7","3","0.35","2","-0.05","0.5","0.21"
"1334","Red Devils","20.8","5.7","16.4","1.6","9","4.1","8.7","1.1","4.5","0.5","3.1","0.22","2","0.27","0.5","0.04"
"5137","Iron Kodiaks","20.8","6.1","17.9","1.4","8.2","4.8","11.2","1.2","4.9","1","1.3","0.72","0.5","-0.02","0.1","0.03"
"6078","RoboRams","20.7","5.2","14.8","1.1","6.5","4.1","9.6","1.5","3.7","0.9","4.7","0.17","2.9","0.07","1.6","-0.04"
"1119","Pup Cups","20.7","5.9","17.2","1.1","6.7","4.9","12.1","2.1","3.8","1.5","2","0.57","1.1","0.04","0.3","0.03"
"7102","PrepaTec - Daedalus","20.7","6.3","17.1","1.3","7.5","4.9","10.8","0.8","5.4","0.6","2.4","0.38","1.8","0.02","0.1","0.13"
"3883","Data Bits","20.7","6","16.5","1.1","7.3","4.9","10.8","2.2","3.8","1.1","2.7","0.28","2.2","-0.01","0.2","0.02"
"846","The Funky Monkeys","20.7","6.4","17.2","1.2","7.4","5.2","11.2","1.8","4.6","0.9","2.1","0.48","1.6","0.16","-0.2","0.05"
"1533","Triple Strange","20.7","5.5","18.5","1.3","8","4.3","12.1","1.9","3.7","1.8","0.7","0.56","0.3","-0.09","-0.1","0"
"6120","CyberStangs","20.7","5.7","17.3","1.1","6.9","4.6","11.9","1.1","4.6","1.2","1.9","0.25","1.4","0.13","0.2","0"
"8889","Project W","20.7","5.6","16.1","1.2","7.7","4.5","10","1.1","4.5","0.8","3","0.43","2","0.29","0.2","0.13"
"9008","G-Force Robotics","20.7","6.2","18.7","1.2","7.5","4.9","12.3","1.9","4.2","1.5","0.9","0.39","0.8","0.1","-0.4","0.06"
"1596","The Instigators","20.7","5.3","17.4","1.7","9.6","3.6","9","1.7","3.6","1.2","2.1","0.29","1.6","0.08","0","0.14"
"4239","WARPSPEED","20.7","5.8","16.7","1.4","8.4","4.5","9.8","0.9","4.9","0.6","2.4","0.43","1.6","0.06","0.2","0.11"
"9478","Robo-Colts","20.7","6.3","16.2","1.4","8.9","4.9","9.2","0.8","5.4","0.1","2.6","0.08","2.6","0.03","-0.1","0.01"
"3814","PiBotics","20.7","5.7","16.2","1.1","7.3","4.7","10.9","2.2","3.6","1.3","2.5","0.15","2","0.32","0.1","-0.02"
"7045","MCCrusaders","20.7","5.8","16.3","0.9","6.3","5","12","1","4.8","1","2.3","0.33","2","0","0.1","-0.06"
"7790","Baywatch Robotics","20.7","6.3","18.5","1.6","9.1","4.7","10.7","1.8","4.4","1.1","0.8","0.61","0.2","0.08","0","-0.07"
"6738","Excalibur","20.7","6.2","17.9","1.7","9.2","4.6","9.7","1","5.3","0.5","1.7","0.26","1.4","0.09","-0.1","0.07"
"3058","ANNDROIDS","20.6","6.4","17.3","1.3","7.9","5.1","10.8","0.8","5.6","0.5","2","0.46","1.3","0.03","0.2","0"
"5274","Wolverine Robotics","20.6","6.1","16.6","0.9","5.9","5.1","11.9","1.1","5","0.9","2.8","0.26","2.3","0.06","0.1","0.16"
"5285","Sea Kings Robotics","20.6","6.1","18.4","0.9","6.1","5.2","14","2.7","3.4","2.1","0.5","0.64","-0.1","-0.03","-0.1","0.03"
"201","The FEDS","20.6","5.5","17.2","1.3","7.4","4.1","10.6","2.1","3.4","1.5","2.7","0.11","2.3","0.09","0","0.19"
"1351","TKO","20.6","6.8","17.9","0.9","5.8","5.9","13.2","2.2","4.6","1.2","1.6","0.49","1.2","-0.01","-0.2","0.08"
"2016","Mighty Monkey Wrenches","20.6","5.8","16.5","1","6.7","4.8","11.5","1.4","4.4","1.1","2.3","0.39","1.7","-0.03","0.2","0.08"
"623","Oakton Cougar Robotics","20.5","6.4","17.5","1.1","5.9","5.4","12.3","1.5","4.9","1","2.3","0.24","1.8","0.16","0.1","-0.02"
"1902","Exploding Bacon","20.5","6.3","18","0.6","4","5.7","14.9","2.2","4.1","1.9","1.6","0.52","1","0.12","-0.2","0.23"
"6343","Steel Ridge Robotics","20.5","6.2","15.9","0.8","5.6","5.4","12.6","3.8","2.4","1.8","2.3","0.49","1.7","0.12","0","-0.02"
"2457","The Law","20.5","5.5","16.8","1.6","9.3","3.9","8.8","1.6","3.9","0.9","2.4","0.47","1.8","-0.05","0","0.13"
"839","Rosie Robotics","20.5","5.8","16.4","0.6","4.3","5.2","13.6","2.5","3.3","1.9","2.6","0.65","1","0.4","0.6","-0.03"
"1262","the STAGS","20.5","5.8","17","1.4","7.2","4.5","10.3","1","4.8","0.8","3","0.37","2.3","0.3","0.1","-0.01"
"5474","Clairemonster","20.5","5.7","16.5","1.7","10","4","8.1","0.6","5.1","0.2","2.4","0.31","1.9","0.09","0","0.13"
"5293","Metal Crusaders","20.5","5.8","18.7","1.4","8.3","4.4","11.7","2.7","3.1","1.8","0.5","0.53","-0.2","0","0.2","0"
"6100","MS Mobots","20.4","6.2","17.4","1.5","8.3","4.7","10","0.9","5.3","0.5","2.1","0.09","2","0.03","-0.1","0.03"
"1757","Wolverines","20.4","5.7","16.9","0.9","5.4","4.8","12.5","2.2","3.5","1.7","2.5","0.41","1.6","0.16","0.4","-0.02"
"7576","FMWill","20.4","5.5","17.4","1.1","7.4","4.4","11.9","2.6","2.9","1.9","1.1","0.84","0.1","0.09","0.1","-0.01"
"3360","Hyperion","20.4","6.2","18.1","1.5","8.4","4.7","10.8","1.8","4.4","1","1.3","0.41","1","0","-0.1","0.02"
"6168","alzahrawi","20.4","7","17.3","0.9","5.5","6","12.7","1.2","5.8","0.6","2.2","0.07","2.1","0.03","-0.1","0.16"
"9709","Isotope","20.4","6.2","17.2","1.6","9.3","4.6","9.4","0.6","5.6","0.3","1.7","0.57","1.1","0.18","-0.1","0.04"
"5454","Obsidian","20.4","5.9","18.9","1.2","7.1","4.7","13.1","2.2","3.7","1.9","0.3","0.52","0.1","-0.06","-0.2","-0.06"
"2405","Techno Trojans","20.4","5.9","16.6","1.6","9.1","4.3","8.8","0.6","5.3","0.2","2.5","0.29","2.1","0.03","0","0.1"
"3853","Pridetronics","20.3","6.1","17","0.9","6","5.2","12.3","1.5","4.6","1.1","2.1","0.77","0.9","0.06","0.3","0.04"
"8522","SHS - Robos","20.3","6.8","17.2","0.9","5.7","5.9","12.9","0.5","6.3","0.5","1.8","0.69","0.7","-0.03","0.4","0.01"
"2852","DM High Voltage","20.3","6.4","17.6","1.2","7.5","5.2","11.6","1.2","5.2","0.8","1.2","0.63","0.4","0.01","0","0.07"
"4293","Komodo","20.3","6.7","18.7","1.4","7.8","5.4","11.9","2.1","4.6","1.1","0.6","0.83","-0.2","0.09","-0.1","0.05"
"6749","tERAbytes","20.3","5.9","16.8","1.3","7.6","4.6","10.3","1.6","4.2","0.9","2.4","0.16","1.8","0.58","-0.1","-0.04"
"2960","Automation Nation","20.3","4.8","13.8","0.8","5.4","4","9.9","1.9","2.8","1.3","5.1","0.44","1.8","0","2.8","0.02"
"2531","RoboHawks","20.3","5.7","16.7","1","6.9","4.8","11.8","1.8","4","1.4","1.6","0.51","1","0.1","-0.2","0.17"
"7541","Maple River Robotics","20.3","5.5","14.4","1.2","8","4.3","8.6","0.9","4.6","0.3","3.6","0.42","2.3","0.16","0.7","0"
"1056","Hot Rocks","20.2","5.8","17.4","1.2","7","4.5","11.2","1.7","4.1","1.3","2.1","0.26","1.8","0.08","0.1","-0.05"
"6743","Tiger Engineering","20.2","6.3","15.8","1.1","6.8","5.2","10.3","1.1","5.2","0.3","3.2","0.09","2.4","0.27","0.3","0.15"
"4639","The RoboSpartans","20.2","6.2","15","0.9","6","5.3","10.6","1","5.1","0.3","3.7","0.15","2.6","0.5","0.2","0.26"
"8724","Mayhem","20.2","6.4","17.2","1.2","7.5","5.2","11.3","1.9","4.5","0.9","1.5","0.59","0.6","0.02","0.2","0.05"
"9245","Laker Dreadnoughts","20.2","7.3","18.4","1","5.5","6.3","13.4","0.5","6.8","0.4","1.3","0.04","1.3","0.05","0","0.01"
"1822","Loveland New Team","20.2","7","17.2","1","5.8","6","12.3","0.4","6.6","0.2","2.1","0.55","1.3","0.13","0","0.11"
"9430","CTEC Robotics","20.2","5.9","16.1","1","6.3","4.9","10.9","1.1","4.7","0.8","2.9","0.03","2.8","0.18","-0.1","0"
"2264","Trojan Robotics","20.2","6.5","17.2","1.1","7","5.5","11.8","3.2","3.3","1.4","1.3","1.07","0.2","-0.04","0","0.08"
"4320","The Joker","20.1","5.9","16.9","1.1","6.3","4.8","11.4","2.3","3.6","1.4","2.4","0.28","1.9","0.1","0.2","-0.04"
"5829","AwtyBots","20.1","6","18.4","1.4","7.7","4.6","11.7","2.6","3.4","1.6","0.8","0.73","-0.2","-0.06","0.2","0.11"
"5724","Spartan Robotics","20.1","5.9","15.5","0.9","6.6","5","11","2.9","3","1.3","2.6","0.07","2.1","0.18","0","0.15"
"1259","Paradigm Shift","20.1","5.6","17.1","1.3","8.1","4.3","10.7","1.6","4","1.2","1.4","0.75","0.5","0.11","0","0.02"
"228","GUS","20.1","6.8","19","1.1","5.8","5.7","13.5","1.3","5.5","1.1","0.8","0.47","0.1","0.02","0.3","-0.04"
"6502","DARC SIDE","20.1","6.5","16.7","1","6.2","5.5","11.6","1.4","5.2","0.6","2.3","0.25","1.9","0.17","0","0.07"
"6868","Cadet Robotics","20.1","5.5","15.3","1.1","7.1","4.4","9.6","0.7","4.8","0.5","3.4","0","2.5","0.52","0.2","0.22"
"1466","Webb Robotics","20.1","5.9","17","1.3","7.7","4.7","10.6","2.9","3","1.4","1.8","0.31","1.6","0.03","-0.2","0.05"
"4980","Canine Crusaders","20.1","5.6","16.3","1","6","4.6","11.5","1.7","3.9","1.3","2.6","0.11","2.2","0.28","-0.3","0.22"
"60","Kingman FIRST Robotics Team...","20.1","5.9","16.9","1","5.6","4.9","12.1","0.5","5.3","0.9","2.4","0.39","1.8","0.06","0","0.14"
"8404","SKYWALKERS","20.1","6.1","18.2","1.4","8","4.8","11.4","2.2","3.9","1.4","0.6","0.61","0.3","0.03","-0.3","0.02"
"20","The Rocketeers","20","6.1","17.3","1","6.1","5.1","12.5","1.6","4.5","1.3","1.5","0.5","0.8","0.12","-0.1","0.15"
"1745","The P-51 Mustangs","20","6.6","18.1","1.1","6.4","5.4","12.6","2.1","4.4","1.3","1","0.4","0.4","0.1","0.1","0.01"
"1288","RAVEN Robotics","20","5.1","16.5","0.8","5.6","4.3","12.6","1.5","3.6","1.8","1.9","0.54","1.5","0.07","-0.2","0.01"
"8858","Beast from the East","20","5.9","17","1.3","7.7","4.6","10.3","1.1","4.8","0.8","2","0.18","1.5","0.05","0.2","0.08"
"3770","BlitzCreek","20","6.3","17.5","1.1","6.5","5.2","11.9","2.2","4.1","1.3","1.6","0.52","1","0.06","0","0.04"
"871","Robotechs","20","5.8","17.2","1.5","9.3","4.3","9.6","2.2","3.6","1.1","1","0.91","0","-0.09","0.2","0.02"
"4253","Raid Zero","20","6.6","18.1","0.7","5","5.9","14.6","3.2","3.4","2","0.4","0.25","0.3","-0.03","-0.2","0.07"
"6166","Thorobotics","20","5.2","15.8","1.5","9.6","3.7","8.2","1","4.1","0.6","2.2","0.1","1.8","0.38","0","0"
"2079","4H ALARM Robotics","19.9","6.2","18.2","1.2","7.3","5","12.1","1.6","4.7","1.2","0.6","0.85","-0.1","-0.19","0.1","-0.01"
"2791","Shaker Robotics","19.9","5.3","15.7","1.2","7.8","4.1","9.7","1.2","4.2","0.9","2.5","0.53","1.5","0.31","0.2","-0.04"
"2654","Polar Rams","19.9","5.8","15.8","1","7.1","4.8","10.7","1.5","4.3","0.9","2.2","0.51","1.7","-0.04","0","-0.02"
"4207","PyroBotics","19.9","5.8","15.6","1.4","8.7","4.5","8.7","0.9","5","0.2","2.6","0.56","1.8","0.27","-0.1","-0.03"
"8326","GDS Mighty Hoppers","19.9","5.3","15.8","1.4","8","3.9","9.3","1.8","3.4","1.1","2.6","0.18","2.1","-0.13","0.2","0.18"
"9458","SESI SENAI JACTECH","19.9","5.8","18.5","1.2","7.1","4.6","12.5","2.1","3.7","1.8","0.4","0.55","0","-0.1","-0.2","0.11"
"5130","Undercogs","19.9","6.5","16.5","0.9","6.3","5.6","11.9","0.5","6","0.4","1.7","0.28","1.6","0.32","-0.5","-0.07"
"589","Falkon Robotics","19.9","4.9","16","1.3","7.7","3.6","9.6","1.7","3.2","1.3","2.6","-0.05","2.3","0.27","-0.1","0.2"
"3512","Spartatroniks","19.9","5","14.2","1.3","7.9","3.7","7.6","1.1","3.9","0.5","4.4","0.22","2.3","-0.08","2","0.05"
"2506","Saber Robotics","19.9","5","15.3","2.1","11.7","3","5.1","0.7","4.3","0","3.1","0.31","2.3","0.16","0.3","0.15"
"3341","Option 16","19.9","5.7","17.9","1.6","8.7","4.1","9.9","1.4","4.3","1.1","1.3","0.23","1.2","0.06","-0.3","0.13"
"191","X-CATS","19.9","5.7","16.9","1.1","7.2","4.6","11.3","1.4","4.3","1.2","1.4","0.38","1.1","0.14","-0.2","0"
"4361","Roxbotix","19.9","5.7","16.5","1.1","6.8","4.6","10.9","1.8","4","1.2","2.1","0.68","1.3","0.04","0","0.09"
"9460","SESI SENAI STEEL BULLS","19.9","6.9","17.3","1.4","7.3","5.5","11.8","4.8","2.2","1.7","0.7","0.72","0","-0.01","0","-0.01"
"1165","Team Paradise","19.8","6.3","17.1","0.9","6","5.3","12.5","0.9","5.4","0.9","1.4","0.63","0.8","-0.01","-0.1","0.02"
"1967","The Janksters","19.8","6.3","17.2","0.9","5.6","5.4","12.6","0.5","5.9","0.8","1.7","0.37","1.3","0.07","-0.1","0"
"3602","RoboMos","19.8","5.2","15.2","1.3","8.1","3.9","8.9","1","4.2","0.7","2.9","0.16","2.4","0.23","0.1","0.02"
"5275","T.I.M.E.-Bots","19.8","5.2","16.6","1.5","8.2","3.7","9.3","0.6","4.6","0.8","2.3","0.31","1.6","0.29","-0.2","0.26"
"3679","rattlers","19.8","6.3","17.4","1.1","6.5","5.3","12.1","1.6","4.7","1.1","1.2","0.31","0.9","0.13","-0.2","0.06"
"8084","ALFA ROBOTICS","19.8","5.9","16.4","1.5","8.6","4.5","9.1","1.4","4.5","0.5","2.1","0.61","1.1","0","0.3","0.1"
"4903","Mustangs","19.8","6.5","17.6","1.3","8.1","5.2","11","2.6","3.9","1.1","0.7","0.9","-0.1","-0.11","-0.1","0.12"
"3488","Eagle Army","19.8","7.1","17.5","0.7","5.1","6.3","13.9","2.3","4.8","1.2","0.7","0.71","-0.1","-0.05","0.2","-0.01"
"8324","MECO Robotics","19.8","5.9","16.8","1.3","7.5","4.6","10.4","1.5","4.4","0.9","1.9","0.6","1.3","0.02","-0.1","0.02"
"2846","FireBears","19.8","6.8","15.7","0.8","5.3","6","11.8","3.5","3.3","1.1","2.6","0.42","1.6","0.25","0.3","0.14"
"6618","WARHBOTS","19.8","5.7","16","1.7","10","4","7.6","0.7","5","0.1","2.2","0.11","2","-0.05","0.1","0.02"
"3986","Express-O","19.7","6.1","16.3","1.1","6.6","5","11","1.4","4.7","0.8","2.2","0.12","1.9","-0.1","-0.1","0.29"
"2183","Tigerbots","19.7","6.7","17.4","0.5","3.8","6.2","15.1","1.4","5.3","1.3","0.9","0.6","0.2","-0.02","0","0.06"
"5119","Team STEAM","19.7","5.8","16.5","1.1","7.1","4.7","11","1.6","4.2","1.1","1.7","0.38","1.3","-0.04","0.1","0"
"6162","Cap Alpaca 6162","19.7","6.4","18.1","0.9","5.9","5.5","13.4","1.2","5.2","1.2","0.4","0.62","-0.1","0","-0.1","0.05"
"2508","Armada","19.7","5.4","16.5","1.6","9.5","3.8","8.9","1.1","4.3","0.8","1.3","0.27","0.9","0.02","0","0.13"
"5056","MegaHurtz Robotics","19.7","6","17.1","1.2","6.8","4.8","11.3","1.3","4.7","1","1.6","0.8","0.7","0.23","-0.1","0.03"
"6358","The Buhlean Operators","19.7","6","15.3","1","6.4","5","10.3","1.4","4.6","0.6","3","0.35","2.6","0.19","0","-0.06"
"4311","Swampscott Currents","19.7","5.7","16.8","1.4","9.2","4.3","9.7","0.6","5.1","0.6","0.8","0.73","0.3","-0.1","0","-0.09"
"1884","Griffins","19.7","6.5","17","1.3","8.4","5.1","10.4","0.2","6.2","0.1","0.9","0.65","0.3","-0.04","0","-0.03"
"451","The Cat Attack","19.7","6.1","16.4","1","7","5.1","11.4","1.4","4.7","0.9","1.3","0.34","0.9","0","0","0"
"4150","FRobotics","19.6","6.2","15.2","0.9","6","5.4","10.9","1","5.2","0.4","2.8","0.36","1.8","0.04","0.4","0.17"
"8373","The Flying Octopi: 8373 R.R.T.","19.6","5.5","15.5","1.3","7.7","4.2","8.9","1.3","4.2","0.6","3","-0.02","2.7","0.46","-0.2","0.12"
"3880","Tiki Techs","19.6","5.3","15.9","1.4","8.5","3.8","8.7","0.8","4.5","0.6","2.4","0.23","1.6","-0.06","0.6","0.16"
"3925","Circuit of Life","19.6","5.4","16.6","1.4","8","4","9.5","1.2","4.2","0.9","2.1","0.71","1","-0.01","0.4","0.05"
"4915","Spartronics","19.6","6.1","16.6","0.9","5.5","5.2","12","2.3","3.8","1.3","2.1","0.27","1.7","0.04","0.2","0"
"8429","Valence Robotics","19.6","5.2","17.1","1.4","8.1","3.9","10.3","2","3.3","1.5","1.1","0.65","0.5","-0.04","0","0.03"
"1825","The Cyborgs","19.6","6.1","16.6","1","6.5","5.1","11.7","1.6","4.5","1.1","1.4","0.67","0.6","0.08","0","0.12"
"2472","Centurions","19.6","5.6","15.5","0.8","4.8","4.8","11.4","2.6","3","1.5","3.4","0.35","2.5","0.28","0","0.24"
"8285","Bionic Bulldogs","19.6","5.3","15.5","1.1","7","4.2","10","0.3","5","0.7","2.5","0.36","1.7","0.28","0.3","-0.03"
"858","Demons Robotics","19.5","5.5","16.8","1.3","7.4","4.2","10.2","1.4","4.1","1.1","2","0.46","1.4","0.09","0.1","0"
"2220","Blue Twilight","19.5","5.4","16.1","0.8","5.9","4.6","11.9","2.3","3.1","1.7","1.8","0.36","1.6","-0.06","-0.2","0.07"
"3454","Z Bots","19.5","5","15.7","1.8","9.9","3.2","7.1","0.9","4.1","0.5","2.6","0.48","1.5","0.07","0.4","0.18"
"4473","Delta Prime Robotics 4-H Team","19.5","5.7","16.3","1","6.3","4.8","11.5","2.7","3.1","1.5","1.8","0.36","1.4","0.25","-0.1","-0.12"
"5635","Demacia","19.5","6.5","17.4","1.4","8.4","5.1","10.3","1","5.4","0.4","0.9","0.63","0.3","0.01","-0.2","0.13"
"7578","Quantum Mechanics","19.5","5.5","16.9","1.7","7.7","3.8","9.8","2","3.5","1.3","2","0.2","1.4","0.1","0.2","0.08"
"9729","Knights","19.5","6","16.5","1.3","7.7","4.7","9.9","1.4","4.6","0.6","2","0.27","1.6","0.29","-0.2","0.05"
"5528","Ultime","19.5","5.4","15.5","1.4","8.6","4","8.6","0.4","5","0.3","2.3","0.21","1.7","0.19","0","0.22"
"2867","ElkLogics","19.5","5.7","14.8","1","6.7","4.8","10","1","4.8","0.5","2.7","0.36","2.1","0.09","0.2","-0.01"
"5913","Patriotics","19.5","5.5","14.6","1.1","6.7","4.4","9.3","1.8","3.7","0.7","3.5","0.37","1.9","0.02","1.3","-0.01"
"5889","Commandobots","19.5","6.3","16.8","0.8","5.3","5.5","12.8","1.7","4.6","1.2","1.3","0.76","0.5","-0.06","0.1","0.01"
"2399","The Fighting Unicorns","19.5","5.3","15.8","1.2","7.2","4.2","10","2","3.3","1.2","2.2","0.26","1.6","0.34","0.1","-0.05"
"4576","Red Nation Robotics","19.5","5.9","16.9","1.6","8.7","4.3","8.9","2.4","3.5","0.9","1.9","0.89","0.4","0.02","0.4","0.15"
"4422","Twisted Angels","19.5","6.1","16.4","1","6.8","5.1","11.4","2","4.1","1.1","1.2","0.64","0.8","0.05","-0.2","-0.07"
"155","The TechnoNuts","19.4","5.7","17.1","1.3","7.3","4.4","10.9","2.1","3.7","1.3","1.3","0.64","0.8","-0.06","-0.2","0.04"
"9037","HHS Black Ops","19.4","6.1","17.1","1.5","9.2","4.6","9.7","2.2","3.9","0.9","0.6","1.03","-0.3","-0.08","-0.1","0.01"
"6929","Cuivre & Or","19.4","5.3","16.2","1.3","8.5","4","9.6","0.8","4.5","0.8","1.4","0.52","0.9","-0.03","0","0"
"6352","LAUNCH TEAM","19.4","6.2","15.5","0.7","5.5","5.5","12","3.4","2.8","1.5","1.9","0.05","1.7","0","0.1","0.06"
"138","Entropy","19.4","6","15.6","0.5","4.4","5.5","13","1.6","4.4","1.2","2","0.5","1.3","0.09","0","0.09"
"3179","The A.N.T.","19.4","5.7","16.3","1.1","6.1","4.6","11","1.6","4.1","1.1","2.3","0.28","1.4","0.23","0.1","0.28"
"7067","Team Streak","19.4","5.5","12.2","0.6","4.6","4.9","8.9","2.2","3.3","0.5","5.9","0.05","2.8","-0.05","3.1","0.04"
"2342","Team Phoenix","19.3","6.3","16.4","0.7","5.2","5.6","12.8","1.7","4.5","1.2","1.4","0.54","0.6","-0.05","0.2","0.09"
"3721","Charger Robotics","19.3","5.3","15.9","1.4","8.5","3.9","8.8","1.5","3.8","0.8","2","0.56","1.2","-0.02","0.2","-0.02"
"3748","Ragnarok Robotics","19.3","5.5","16.3","1.6","9.3","3.9","8.4","0.9","4.6","0.5","1.7","0.29","1.3","0.08","0","0.03"
"5816","Gra-V Robotics","19.3","7.1","17.6","1.3","7.5","5.8","11.2","0.4","6.7","0","0.6","0.58","-0.2","-0.06","0.1","0.08"
"2551","Penguin Empire","19.3","5.9","16.1","1.2","7.4","4.7","9.9","1.7","4.2","0.7","2.1","0.4","1.1","-0.04","0.6","-0.01"
"6861","The Tyros Team","19.3","5.5","14.9","1.1","7.5","4.4","9.2","0.9","4.7","0.5","2.6","0.36","1.9","0.16","0.1","0.14"
"2710","JetStream","19.3","5.4","16.7","1.8","9.7","3.6","8","1.2","4.2","0.7","1.6","0.41","1","0.14","0.1","0"
"5996","R.U.R.","19.3","5","15","1","6.4","4.1","10.2","2.3","2.7","1.5","2.7","0.25","1.6","0.38","0.3","0.14"
"1018","Pike RoboDevils","19.3","5.5","16.6","1.3","7.3","4.2","10.2","2.3","3.2","1.4","1.8","0.69","0.9","0.2","0.1","-0.03"
"4776","S.C.O.T.S. Bots","19.3","7.1","17.4","1.2","6.9","6","11.7","0.4","6.7","0.1","0.7","0.62","0.1","-0.02","0","0"
"4523","MCROBO","19.2","6","16.8","1.4","8","4.6","9.8","0.8","5.2","0.5","1.5","0.57","0.8","0.1","0","0"
"7443","Jag-Wires","19.2","5.7","15.8","1.1","6.7","4.6","10.4","0.9","4.9","0.7","2.2","0.5","1.6","0.08","0","-0.01"
"9738","Ionic Bond","19.2","5.9","16.4","1.4","7.7","4.5","9.3","1.3","4.6","0.5","2.3","0.07","2.4","-0.06","-0.1","-0.01"
"1339","AngelBotics","19.2","5.7","16.2","0.6","5","5.1","13.2","2","3.7","1.7","1","0.62","0.7","-0.02","-0.2","-0.03"
"5494","Bizarbots Robotics","19.2","6.6","16.4","0.8","5","5.8","12.4","0.9","5.7","0.6","1.8","0.6","1.2","0","-0.1","0.06"
"5553","Robo'Lyon","19.2","6.4","17.5","1.2","7.6","5.1","11.3","0.7","5.7","0.5","0.3","0.39","0.1","-0.11","0","-0.03"
"9604","TUIUTECH","19.2","6.2","17","1.4","8.7","4.7","10","0.7","5.4","0.4","0.4","0.44","0","0.01","0","-0.01"
"2526","Crimson Robotics","19.2","5.9","15.8","0.8","4.5","5.1","11.7","2.1","3.8","1.2","3","0.12","2.5","0.2","0","0.17"
"8427","Robo Ravens","19.2","5.9","15.8","1","5.9","4.9","10.7","1","4.9","0.6","2.5","0.21","2.5","0.21","-0.5","0.04"
"1891","Bullbots","19.1","5.7","16.5","1.4","7.8","4.3","9.7","1.5","4.2","0.9","1.6","0.64","0.6","0.02","0.3","0.01"
"1819","The Quacken","19.1","6.1","18","1","5.6","5.1","13","1.5","4.7","1.4","0.5","0.43","0.2","-0.08","-0.1","0.04"
"3134","The Accelerators","19.1","5.8","16.8","1.7","9.9","4","8.1","1.7","4.1","0.6","1.1","0.24","1","-0.02","-0.3","0.1"
