"num","team","total_points","total_notes","total_note_points","auto_notes","auto_points","teleop_notes","teleop_points","amp_notes","speaker_notes","amplified_notes","endgame_points","endgame_park_points","endgame_on_stage_points","endgame_harmony_points","endgame_trap_points","endgame_spotlight_points"
"1965","Firebirds","15.5","4.2","11.4","0.9","5.1","3.4","7.2","1","3.3","0.5","3.2","0.27","2.1","0.47","0.4","0.03"
"1977","The PowerSquids","15.5","4.7","11.9","0.7","4.8","4","8.4","0.9","3.8","0.4","2.3","0.39","1.7","0.17","0","0.05"
"4135","Iron Patriots","15.5","4.2","11.8","0.8","3.8","3.4","8.2","2.2","2","1.2","3.4","0.26","2.3","0.27","0.5","0.04"
"6989","KAISER","15.5","4.7","13","1.2","7.3","3.5","6.8","0.4","4.3","0.1","1.4","0.39","0.7","0.05","0.2","0.07"
"9031","Wildbots","15.5","4.1","10.6","1","6.6","3.1","5.8","1.8","2.3","0.4","3.1","0.21","2.4","0.01","0.3","0.12"
"7784","Vassar Voltage","15.5","5.4","12.5","0.5","3.4","4.9","10","0.4","5","0.2","2.1","0.72","1.4","-0.03","0","0.06"
"117","Steel Dragons Robotics","15.5","4.7","12.8","0.9","5","3.9","8.4","1.1","3.6","0.6","2.1","0.62","0.8","-0.01","0.7","-0.05"
"5282","Railroader Robotics","15.5","5.7","12.9","0.5","3.9","5.2","10.6","0","5.7","0","1","0.81","0.1","0.09","0","-0.04"
"5860","Full Metal Muskrats","15.5","4.7","13","1","6.3","3.8","8.3","0.3","4.4","0.4","0.9","0.44","0.5","-0.05","0","0.09"
"6098","bIrobot","15.5","4.5","13.6","1.3","7.1","3.3","7.5","1","3.5","0.7","0.9","0.82","-0.1","0.02","0.1","-0.02"
"7425","Green Valley Robotics","15.5","5.7","13.2","0.5","3.7","5.2","10.6","0.7","5.1","0.3","1.2","0.19","0.7","-0.03","0.3","0.09"
"8067","Alpha Lab","15.5","5.2","12.7","0.8","5.3","4.4","8.6","1","4.2","0.3","1.6","0.43","1.2","-0.03","-0.1","0.07"
"5036","The Robo Devils","15.4","4.8","13.5","0.8","5.3","4","9.7","1.7","3.1","1.1","0.4","0.73","0.1","-0.05","-0.4","0.01"
"7890","SeQuEnCe","15.4","4.5","12.7","1.3","7.6","3.2","6.4","1.8","2.7","0.6","1.5","0.53","0.9","0.05","0","-0.02"
"2478","Westwood Robotics","15.4","5.3","13.1","0.8","5.1","4.6","9.3","2.6","2.7","0.9","1","0.87","0.2","0.01","0","-0.02"
"8573","Rogue-Rangers LEGACY","15.4","3.6","12.1","1.7","9.6","1.9","3.6","0.5","3.1","0.1","2.2","0.3","1.9","0.02","0","-0.01"
"8516","Wired Up","15.4","4.4","13.5","1.3","7.1","3.1","7.2","1.2","3.2","0.7","1.1","0.61","0.3","0.03","0.1","0.08"
"4213","MetalCow Robotics","15.4","4.6","13.3","1.2","6.9","3.4","7.4","0.7","3.9","0.4","1","0.69","0.6","-0.04","-0.1","-0.05"
"5086","Cadillac Connectors","15.4","4.2","11.1","0.9","5.9","3.3","6.6","-0.3","4.5","-0.1","2.9","0.04","2.6","0.04","0.1","0.15"
"5914","Robotic Warriors","15.4","5.2","13.9","1","5.7","4.3","9","1","4.3","0.5","0.6","0.76","0.2","-0.13","-0.1","-0.07"
"9739","Firefly","15.4","3.8","13","1.6","8.8","2.3","5.1","0.6","3.2","0.4","1.5","0.72","0.5","0.01","0.2","0.1"
"3313","Mechatronics","15.3","4.4","12.2","1","6.3","3.4","7","1","3.4","0.4","2.1","0.28","1.4","0.11","0.3","0"
"2358","Bearbotics","15.3","4.9","13.7","0.9","5.4","4.1","9.4","1.5","3.4","0.9","0.6","0.43","0.3","-0.03","0","-0.07"
"1279","Cold Fusion","15.3","5","12.6","1","6.4","4","7.8","0.7","4.2","0.2","1.2","0.42","1","0.25","-0.4","-0.03"
"5968","Little Apple Cyborgs","15.3","3.3","11.6","1.8","10.7","1.6","2.8","0.2","3.2","0","1.8","0.24","1.3","0.44","-0.1","-0.06"
"9226","GR Pioneers","15.3","5.2","12.6","1","6.1","4.2","7.8","-0.1","5.3","-0.3","1.4","0.66","0.6","0.03","0.1","0.06"
"2733","Pigmice","15.3","4.5","12.1","1","6.2","3.6","7.2","1.5","3.1","0.5","1.8","0.3","1.7","0.26","-0.4","-0.03"
"4590","GreenBlitz","15.3","4.1","12","1.1","6.5","3.1","6.8","1.2","2.9","0.6","2","0.48","0.8","-0.04","0.9","-0.13"
"6829","Ignite Robotics","15.3","4.3","12.3","1.3","7.3","3","6","-0.2","4.5","-0.1","2","0.5","1.6","0.07","-0.2","0.08"
"7645","NK MTC","15.3","5.3","12.9","1","5.7","4.3","8","1.8","3.5","0.4","1.6","0.58","1","-0.01","-0.1","0.18"
"4277","Thingamajiggers","15.3","5.1","11.8","1.3","7.6","3.7","5.6","2.2","2.8","0.1","2.1","0.34","1.8","0.07","-0.1","0.06"
"9648","Tigers Robotics","15.3","5.4","13.1","0.4","3.6","5","11.1","0.4","4.9","0.5","0.5","0.75","-0.2","0.05","-0.1","0.05"
"3695","Foximus Prime","15.3","4.8","12.7","0.9","5.1","3.9","8.3","1.4","3.4","0.6","1.8","0.56","1.2","-0.08","0.1","0.07"
"4904","Bot-Provoking","15.3","5","12.4","0.7","4","4.3","9.9","3.3","1.6","1.4","1.4","0.63","0.8","-0.05","0.1","-0.01"
"3891","Rodeo Robotics","15.3","4.9","12.6","0.6","4.7","4.3","9.6","1","3.9","0.6","1.1","0.7","0.3","0.08","0","-0.04"
"5417","Eagle Robotics","15.3","5","13.6","1","5.6","4","8.8","2.3","2.7","1","0.9","0.68","0.1","-0.04","0.1","-0.02"
"4653","Ironmen Robotics","15.3","4.2","12.4","1.3","7.5","2.9","6","0.4","3.8","0.2","1.7","0.47","1.1","0.06","0.1","-0.01"
"9050","Tucanus","15.3","4.9","13.1","1","6.9","3.9","7.9","-0.1","5","0","0.6","0.76","-0.2","-0.01","-0.1","0.04"
"342","Burning Magnetos","15.2","5","12.6","0.6","4.3","4.4","9.5","0.6","4.5","0.4","1.4","0.22","1.1","-0.06","0.1","0.07"
"6744","Mehlville Pi","15.2","5","11.6","0.5","4.1","4.5","9.2","2.6","2.4","0.9","1.9","0.56","1","-0.01","0.4","0.03"
"6873","The Generals","15.2","5.4","13.9","0.8","5.2","4.5","9.8","0.3","5","0.4","0.3","0.47","-0.1","0","-0.1","-0.02"
"1014","Bad Robots","15.2","3.5","10.6","0.9","5.9","2.7","6.3","1.3","2.2","0.8","3","0.17","2.2","0.4","0","0.19"
"2198","Paradigm Shift Robotics","15.2","4.1","12.2","1.1","6.3","3.1","6.9","0.8","3.3","0.6","2","0.06","2.1","-0.02","0","-0.08"
"2230","General Angels","15.2","3.9","12","1","6.6","2.8","6.8","1.4","2.5","0.9","1.9","0.48","1.1","0.23","0.1","0.05"
"7538","Metal Mountain","15.2","4.8","12.9","1.1","6.2","3.7","7.7","0.5","4.3","0.2","1.3","0.31","1","0.09","-0.1","0.01"
"9024","Callister","15.2","4.9","12.9","1","6.3","3.9","7.9","0.1","4.7","0.1","1.1","0.83","0.4","0","0","-0.01"
"9116","The Canucks & Bolts","15.2","4.2","12.1","0.9","6.2","3.3","7.3","0.7","3.5","0.5","1.7","0.52","1.1","0.06","-0.1","0.07"
"4215","TRIBOTS","15.2","4.8","13.1","1","6.5","3.8","8.1","1.1","3.7","0.5","0.6","0.55","0.1","0.08","0","-0.02"
"9054","Johnson City Joules","15.2","3.8","12","0.7","4.3","3.1","8.4","1.4","2.4","1.2","2.4","0.25","1.7","0.15","0.1","0.26"
"6936","Innovation Vault 6936","15.2","3.8","11.6","1.4","7.4","2.5","4.9","1","2.9","0.3","3","0.34","2.1","0.28","0","0.19"
"5547","The Talons","15.2","5.5","12.8","0.8","5.2","4.7","8.8","2.9","2.6","0.8","1.1","0.84","0.3","0.01","0","0"
"7619","illumiBOTi","15.2","5.3","12.5","0.8","5.3","4.5","8.7","1.8","3.5","0.5","1.3","0.7","0.4","0.12","0","0.02"
"1091","Oriole Assault","15.2","4.4","11.8","0.9","5.5","3.5","7.2","0.5","3.9","0.2","2.5","0.35","1.8","0.22","0.2","-0.05"
"3843","ROBO RACERS","15.2","4.2","12.8","1.4","8.3","2.9","6","0.5","3.7","0.2","0.9","0.42","0.5","-0.02","0","0.04"
"8736","The Mechanisms","15.2","5.7","13.5","1","5.8","4.7","8.8","1.6","4.1","0.3","0.5","0.53","0.1","-0.03","0","-0.06"
"5800","Magic Island Robotics","15.1","4.8","13.4","1.1","6.5","3.7","8.1","1.6","3.2","0.7","0.5","0.39","-0.1","-0.01","0.2","0.04"
"4153","Project Y","15.1","4.7","12.8","0.8","5.3","3.9","8.6","1.3","3.5","0.7","1.2","0.48","0.4","0.12","0","0.17"
"5141","GRIFFINITE","15.1","4.8","11.7","0.9","6","3.8","7.1","0.1","4.7","-0.2","2.1","0.19","1.7","0.26","-0.1","0.03"
"7086","IOROBOT","15.1","4.8","12.3","1","6.4","3.8","7.5","0.9","3.9","0.3","1.2","0.54","0.6","0.01","0","0.05"
"4992","Sparbotics","15.1","2.9","9.7","0.8","5.8","2.1","5.7","1.2","1.7","0.9","3.6","0.2","2.7","0.28","0.4","0.08"
"5410","Eaglebotics","15.1","4.1","12","1.2","7","2.9","6","1","3.1","0.4","2","0.38","1.7","-0.02","-0.2","0.14"
"9491","Silver Creek","15.1","3.9","11.1","0.8","5.3","3.1","7.1","1.7","2.2","0.9","2.8","0.33","1.9","0.05","0.4","0.2"
"3035","Droid Rage","15.1","5.1","13.3","1.4","7.9","3.8","6.4","1.3","3.9","0.1","0.8","0.4","0.8","0.01","-0.5","0.01"
"3166","First Year Ravens","15.1","4.3","11.2","0.5","4.5","3.7","8.5","1.4","2.8","0.8","2","0.33","1.5","0.27","-0.1","0.07"
"1559","Devil Tech","15.1","4.6","12","0.7","4.9","3.9","8.3","0.9","3.7","0.5","1.9","0.32","1.3","0.13","0.1","-0.02"
"3952","Troy Robotics","15.1","4","12.3","1.2","7","2.8","6.2","1","3","0.6","1.9","0.61","1","0.2","0","0.11"
"6621","6621- Artemis Robotics","15.1","4.8","11.4","0.6","4.3","4.2","8.6","0.6","4.2","0.2","2.2","0.49","1.5","0.03","0.1","0.06"
"7094","Alpha Omega","15.1","4.4","11.9","1.1","6.9","3.4","6.6","1.4","3","0.4","1.5","0.5","1.1","-0.06","-0.1","0.11"
"533","The PSIcotics","15.1","4.8","12.6","1.1","6.6","3.7","7.2","0.8","4","0.2","1.3","0.66","0.4","-0.04","0.3","0.07"
"7658","MagiTech","15.1","4.1","10.9","0.7","4.8","3.4","7.7","1","3.1","0.6","2.6","0.21","2.2","0.03","0.1","0.1"
"9492","LadyTalons","15","5.9","12.4","0.6","3.8","5.3","9.4","0.8","5.1","-0.1","1.8","0.53","1.4","0.07","-0.2","-0.02"
"4821","cyberUs","15","3.7","11.5","1.1","7","2.6","6.4","-0.1","3.8","0.3","1.7","0.22","1.4","-0.05","0.1","0"
"6099","Knight Riders","15","4.5","12.8","1.2","7","3.3","6.9","0.2","4.3","0.1","1.1","0.5","0.7","0.01","0","-0.01"
"9750","ED Robotics","15","6","13.6","0.5","2.6","5.5","11.3","2.5","3.5","0.9","1.1","0.47","0.5","-0.09","0","0.17"
"2839","Daedalus","15","4.7","10.9","0.3","3.2","4.4","9.3","1.7","3","0.8","2.5","0.29","2","0.03","0","0.11"
"9500","G28 Robotics","15","4.9","10.8","0.2","3.1","4.7","9.8","2.2","2.7","0.9","2.1","0.68","1.2","0.12","-0.1","0.14"
"5720","Jagobotics","15","4.1","11.9","1.1","6.5","3","6.7","1.1","3","0.6","1.8","0.54","1.1","0.22","-0.1","0.04"
"7673","Formosan Sika","15","4.6","12.6","1.2","6.7","3.4","6.9","1.6","3","0.6","1.4","0.29","0.7","0.05","0.4","-0.01"
"3482","Arrowbotics","15","4.7","13.7","1.2","6.6","3.5","7.8","1.1","3.6","0.6","0.6","0.69","0.2","0.04","-0.3","-0.02"
"6135","Arctos","15","4.7","12.1","1","6.2","3.8","7.3","1.9","2.8","0.6","1.5","0.54","0.9","0.02","0","0.07"
"5618","PLS","15","4.8","11.6","0.8","4.8","4","7.7","0.7","4","0.2","2.4","0.15","2","-0.05","0.3","0.05"
"6704","Mid Pacific Owl Robotics","14.9","4.7","12.6","1","6.6","3.7","7.6","1.2","3.6","0.4","0.8","0.46","0.4","-0.02","-0.1","0.03"
"7183","W.A.R.","14.9","4.9","13.6","0.7","4","4.2","10.1","1.2","3.7","1","0.8","0.76","0.1","-0.03","0","-0.04"
"8569","Zhonghe","14.9","4.2","11.9","1.2","7.1","3","6","0.4","3.8","0.1","1.9","0.31","1.2","-0.02","0.4","-0.05"
"2022","Titan Robotics","14.9","5.6","12.8","0.8","5","4.8","8.7","2","3.5","0.4","1.2","0.43","0.8","0.08","0","0.02"
"2574","RoboHuskie","14.9","4.9","11.7","0.9","5.7","4","7.3","1.8","3.1","0.4","1.9","0.61","1.1","-0.08","0.3","-0.02"
"8077","Delmar Robotics Engineers A...","14.9","4.2","10.9","0.7","4.8","3.4","7.3","2.2","2","0.9","2.8","0.16","2.6","-0.03","0.1","0.07"
"3712","RoboCats","14.9","3.9","11.5","1.1","6.3","2.8","5.9","1.1","2.8","0.5","2.7","0.16","2.4","0.35","-0.2","-0.02"
"578","R-cubed  - Red Raider Robotics","14.9","4.1","11.8","1.5","8.9","2.6","4.5","1.2","2.9","0.1","1.6","0.61","0.8","0.06","0","0.1"
"7691","TSA All Stars","14.9","4.5","12.2","0.6","3.2","3.9","9.1","1.6","2.9","1","2.6","0.32","1.8","0.01","0.3","0.17"
"3566","Gone Fishin'","14.9","4.4","11.9","0.7","4.5","3.7","8.6","0.9","3.6","0.7","1.8","0.3","1.3","0.24","-0.2","0.05"
"6859","BML Robotics","14.9","4.9","13.1","1","5.9","3.9","8.1","0.7","4.2","0.3","0.9","0.65","0","-0.04","0.3","-0.02"
"4669","Galileo Robotics","14.9","4.4","14","1.6","8.5","2.8","5.8","0.8","3.6","0.4","0.6","0.74","0","-0.01","-0.1","-0.06"
"6637","BetaWolves","14.9","4.2","11.1","1.1","7","3.1","5.7","0.3","3.9","-0.1","2.2","0.29","1.7","0","0","0.18"
"9080","ENIGMA","14.9","5.1","13.3","0.9","5.5","4.2","8.7","1.3","3.8","0.5","0.7","0.69","0.2","0","0","-0.1"
"4575","Gemini","14.9","4.6","12.4","1.1","6.9","3.4","6.9","0.6","3.9","0.2","1.1","0.45","0.5","-0.02","0.1","0.07"
"4911","CyberKnights","14.9","4.2","13","1.1","6.8","3.1","7.6","0.8","3.4","0.7","0.5","0.86","-0.2","-0.08","-0.1","0.01"
"9469","LUMOS ROBOTICS","14.9","4.8","13","1","5.9","3.8","7.9","0","4.8","0.1","1.1","0.38","0.6","0","0","0.09"
"2773","IronDogz","14.8","4.6","13.1","0.9","4.7","3.8","8.7","1.8","2.8","1","1.5","0.01","1.6","-0.05","-0.1","0.03"
"4175","Coded Summit","14.8","4.3","11.2","0.7","5.3","3.6","7.5","0.8","3.5","0.4","2","0.06","2","-0.05","-0.1","0.12"
"6014","ARC","14.8","4","12.6","1.5","8.3","2.5","5.3","1.9","2.1","0.7","1.2","0.54","0.5","-0.07","0.2","0"
"3681","Robo-Raiders","14.8","4","10.8","1.3","7.4","2.7","4.4","1.6","2.4","0.2","3","0.33","2.1","0.26","0.3","0"
"9580","#ChangeTheNow","14.8","4.6","11.2","0.7","5","3.9","7.7","1.2","3.5","0.3","2.1","0.48","1.3","0.03","0.3","0"
"25","Raider Robotix","14.8","5.1","12.1","0.6","4.9","4.5","8.9","0.7","4.5","0.2","1","0.42","0.7","-0.01","-0.1","-0.04"
"9545","CARACAL ROBOTICS","14.8","4.4","13.3","1.3","7.3","3.1","6.9","0.9","3.5","0.5","0.6","0.79","-0.1","-0.17","0.2","-0.05"
"7019","Rubber Ducks","14.8","4.6","11.9","0.9","6.1","3.7","7.1","2.2","2.4","0.7","1.6","0.42","1.2","-0.07","0","0.08"
"9763","Cast Iron Clippers","14.8","4.1","11","0.5","3.7","3.6","8.5","2.3","1.8","1.2","2.6","0.26","2.1","0.07","0.1","0.07"
"6184","Capital City Chaotic Coders","14.8","4.6","12.5","1.1","6.9","3.5","6.9","1","3.6","0.3","1.1","0.27","0.4","-0.04","0.3","0.08"
"9085","SESI SENAI MEGA HARPY","14.8","5.3","12.3","0.7","4.4","4.6","8.9","0.1","5.2","-0.1","1.5","0.26","1.3","-0.02","0","-0.01"
"7849","Da Vinci's Creation","14.8","4.5","13.1","1.2","6.9","3.3","7.4","1.5","3","0.7","0.4","0.69","-0.2","0.07","-0.1","-0.06"
"9663","Team Bosch","14.8","4.3","12.1","1.1","6.9","3.2","6.6","0.4","4","0.2","1.2","0.76","0.4","-0.05","0.1","0.03"
"2027","Robotic Dragons","14.8","4.1","11.2","0.7","5.2","3.4","7.5","1.6","2.5","0.8","2","0.19","1.5","0.09","0","0.31"
"3381","Droid Rage","14.8","4.8","13.3","1.2","6.9","3.7","7.4","0.4","4.4","0.2","0.5","0.37","0.2","-0.07","0","-0.03"
"7659","HNMCS Robotics","14.8","4.4","10.8","0.7","5.1","3.7","7.5","2.4","2","0.8","2.1","-0.04","2","0.07","0","0.06"
"9297","BOGOBOTS","14.8","4.5","13.1","1.3","7.6","3.3","6.8","0.6","3.9","0.3","0.3","0.83","-0.5","-0.06","0","0.01"
"128","The Botcats","14.7","4.6","11.8","0.6","4.3","4","8.6","1.5","3.2","0.7","1.8","0.5","1.3","-0.1","0.1","-0.06"
"7110","Heights Bytes","14.7","4.5","11.2","0.8","5.2","3.7","7.3","0.8","3.7","0.2","2.3","0.46","1.5","-0.07","0.2","0.08"
"6479","AZTECH Robotics","14.7","5.1","12.6","0.5","3.6","4.6","10.1","1.2","3.9","0.7","1","0.69","0.2","0","0.1","-0.02"
"7687","Corcebots - Peñoles","14.7","4.8","12.9","0.8","5.3","3.9","8.7","0.8","3.9","0.6","0.7","0.86","-0.1","0","0","-0.02"
"8595","This Is How We Play","14.7","4.4","11.1","0.8","5","3.7","7.5","1.2","3.2","0.4","2.3","0.3","1.9","0.06","-0.1","0.04"
"4216","Blue Ops Robotics","14.7","4.4","11.4","0.7","5.4","3.7","8.1","0.2","4.2","0.3","1.3","0.76","0.4","0.01","-0.1","0.21"
"4511","Power Amplified","14.7","4.3","11.8","0.6","5","3.7","8.6","0.3","4","0.5","1.1","0.45","0.7","0.03","-0.1","-0.02"
"4768","Cody Comets","14.7","4.6","12.4","1.1","5.9","3.6","7","0.2","4.5","0","1.8","0.72","1.1","-0.01","0","-0.03"
"8145","Tech Warriors","14.7","5","11.8","1","6.6","4","6.8","2.1","2.9","0.3","1.3","0.65","0.5","-0.05","0.2","-0.05"
"997","Spartan Robotics","14.7","3.7","11.4","0.8","4.5","3","7.5","0.6","3.1","0.7","2.7","-0.06","2.3","0.46","0","0.11"
"4835","Junkyard Dawgs","14.7","5.3","12.5","0.6","4.5","4.7","9.5","0.9","4.4","0.4","0.8","0.78","0","-0.04","0","0.05"
"6436","PARS ROBOTICS","14.7","4.8","11.5","0.4","3.8","4.5","9.7","1.1","3.8","0.6","1.2","0.73","0.5","-0.03","0","0"
"7202","Cyber Orioles","14.7","4.4","12.2","1.3","7.3","3.1","6","1.1","3.3","0.3","1.5","0.46","1.1","-0.06","0","-0.01"
"6956","SHAM-ROCK-BOTICS ☘","14.7","5.1","13.1","1","5.6","4.1","8.3","0.4","4.7","0.2","0.8","0.65","0","-0.05","0.1","0.08"
"3083","Artemis","14.7","5.1","11.4","0.9","5.5","4.2","6.9","2.6","2.5","0.4","2.3","0.61","1.5","0.33","-0.3","0.18"
"3480","PrepaTec - ABTOMAT","14.7","4","12.7","1","5.8","2.9","7.5","0.6","3.4","0.7","1.3","0.32","1","0.02","0","0.05"
"8879","REDBird Robotics","14.7","4.3","11.5","1.1","6.8","3.3","6.4","0.6","3.7","0.2","1.5","0.33","1.3","-0.02","-0.2","0.09"
"9512","Horsepower","14.7","4.7","13.3","1.1","6.5","3.6","8.1","0.7","4","0.5","0.1","0.65","-0.2","-0.07","-0.2","-0.06"
"8280","K9.0 Robotics","14.6","4.2","11.8","1.2","6.4","3","5.9","1.6","2.6","0.5","2.3","0.27","2","0.03","0","0"
"4664","Butler Bots","14.6","5.2","13.2","0.9","5.7","4.2","8.5","0.8","4.4","0.3","0.5","0.77","-0.5","-0.07","0.3","0"
"698","Hamilton Microbots","14.6","4.4","11.4","0.9","5.6","3.5","6.8","1.8","2.5","0.6","2.3","0.22","1.9","0","0.1","0"
"9193","Kennedy","14.6","4.5","12.4","1.1","6.9","3.4","7.1","0.9","3.6","0.4","0.7","0.61","0.3","-0.03","-0.1","-0.06"
"2626","Evolution","14.6","4.9","11.3","0.6","4.5","4.3","8.1","0.9","4.1","0.1","2","0.4","1.6","0.14","0","-0.06"
"2064","The Panther Project","14.6","4.3","12.5","1","6.3","3.2","7.5","1.3","3","0.8","0.8","0.7","0.5","-0.09","-0.2","-0.03"
"41","RoboWarriors","14.6","4","11.9","1","5.7","2.9","6.9","0.6","3.4","0.5","2.1","0.36","1.1","0.09","0.3","0.22"
"3734","StarBots","14.6","4.4","11.8","0.7","4.7","3.7","8.3","1.5","2.9","0.8","1.5","0.08","1.2","0.29","0","-0.03"
"5887","PrepaTec-IMPERATOR","14.6","4.7","13.1","0.8","4.4","3.9","9.6","0.5","4.2","0.7","0.6","0.49","0.1","-0.01","0.1","-0.02"
"1322","GRAYT Leviathons (Genesee R...","14.6","3.8","10.8","0.8","5.7","3","6.8","0.9","3","0.5","2.2","0.5","1.6","0.04","-0.1","0.13"
"2640","HOTBOTZ","14.6","4.4","12.2","1","5.3","3.4","7.2","1.4","3","0.6","2.1","0.26","1.6","0.15","0","0.01"
"9572","CC Shambytes","14.6","4.6","12.6","1.2","7","3.4","6.4","1","3.7","0.2","1.2","0.25","1.2","-0.04","-0.3","0.04"
"1723","The FBI - FIRST Bots of Ind...","14.6","4.4","11.2","0.5","3.8","3.9","8.7","0.9","3.6","0.6","2","0.26","1.8","0.09","-0.1","-0.01"
"4225","RoboCats","14.6","4","12.1","1.1","6.6","2.9","6.8","1.4","2.6","0.8","1.1","0.5","0.4","-0.18","0.4","0"
"237","Black Magic Robotics","14.5","4.8","12.4","1","6.3","3.8","7.3","0.8","4","0.2","1","0.58","0.7","0.01","-0.2","-0.05"
"7567","SESI SENAI OCTOPUS","14.5","4.4","12","1","6.9","3.4","6.9","1","3.5","0.4","0.8","0.36","0.2","-0.07","0.4","-0.03"
"8152","Escouade","14.5","5","12.5","0.8","4.9","4.1","8.5","1.8","3.2","0.7","1.1","0.45","0.7","-0.07","-0.1","0.18"
"1769","Digital Hawks","14.5","5","12.3","0.8","4.9","4.2","8.4","2.7","2.3","0.9","1.2","0.71","0.5","-0.09","0.1","0.02"
"4703","Menahga Gigabot$","14.5","3.7","10.3","0.8","5.8","2.9","6.1","0.6","3.2","0.3","2.6","0.16","2","-0.01","0.3","0.15"
"8706","Malcolm X Shabazz Bulldogs","14.5","4.4","12.6","1.1","6.8","3.3","6.9","-0.2","4.6","0.1","0.8","0.94","0","-0.04","-0.1","0.01"
"6404","Brazilian Storm","14.5","4.5","11.9","1.1","6.1","3.4","6.5","0.4","4","0.1","1.9","0.21","1.1","0.07","0.5","0.02"
"3636","Generals","14.5","4.4","12.9","0.9","5.3","3.6","8.6","1.3","3.1","0.9","0.6","1.05","-0.3","-0.06","-0.1","0.06"
"193","MORT Beta","14.5","4.3","11.3","0.8","5.6","3.5","7","0.3","4.1","0.1","1.8","0.56","1.1","0.17","-0.1","0.12"
"2641","Pittsburgh Central Catholic...","14.5","4.5","10.6","0.5","3.8","4","8.1","0","4.6","0","2.6","0.32","2.2","0.11","-0.1","0.01"
"3352","3352 Flaming Monkeys 4-H Ro...","14.5","4.4","12.6","0.9","6","3.5","8.2","1.3","3.1","0.8","0.2","0.61","0.2","-0.01","-0.5","-0.04"
"4401","CETMOV - Peñoles","14.5","4.7","11.6","0.5","3.2","4.2","9.2","0.1","4.6","0.3","2","0.52","1.4","-0.03","0","0.07"
"7656","MC Hammers","14.5","4.3","10.9","0.7","4.6","3.6","7.4","0.5","3.8","0.3","2.5","0.33","2.1","0.01","-0.1","0.12"
"1991","Dragons","14.4","4.7","12.4","0.7","4.3","4","9","1.6","3.1","0.9","1.1","0.78","-0.2","-0.14","0.7","-0.02"
"6914","Retro5ive","14.4","4.2","10.7","0.4","3.5","3.8","8.7","2.3","2","1.1","2.2","0.43","1.6","0.08","0.1","-0.04"
"9234","Les Aigles d'or","14.4","4.9","12.4","0.9","5.1","4","8.2","1.1","3.8","0.4","1.2","0.63","0.6","0.01","0","0.01"
"977","Cometbots","14.4","5.2","13.2","1.1","7.1","4.2","7.8","1.3","4","0.3","-0.5","0.99","-0.8","-0.13","-0.5","-0.01"
"8532","Classified","14.4","5.2","12.8","0.5","3.8","4.7","10.1","0.6","4.6","0.5","0.5","0.14","0.4","-0.1","0.2","-0.02"
"3302","TurboTrojans","14.4","4.9","12.5","0.7","3.8","4.2","9.1","0.6","4.3","0.4","1.6","0.57","1.1","-0.02","0","-0.01"
"6097","Botcats","14.4","4.1","11.9","1.2","7.3","2.9","5.9","0.2","3.9","0.1","1.2","0.52","0.9","-0.1","0","-0.02"
"6864","Gryphtech Robotics","14.4","5.3","12.1","0.9","5.7","4.4","7.7","0.7","4.6","-0.1","1","0.46","0.3","-0.01","0.2","0.05"
"4501","Humans","14.4","5","13.5","1","5.6","4","8.5","2","2.9","0.9","0.3","0.92","-0.5","-0.07","0.1","-0.05"
"8882","Infinity BR","14.4","4.3","13","1.1","6.4","3.2","7.5","1.3","3","0.8","0.5","0.32","0.2","0.03","-0.1","0.08"
"3216","Missoula Robotics Team (MRT)","14.4","4","10.9","1.1","6.9","2.9","5.6","0.1","3.9","-0.1","2","0.42","1.5","0.04","-0.1","0.14"
"3361","Governators","14.4","3.8","11.1","1.3","7.9","2.5","4.5","0.3","3.4","0","1.9","0.75","0.9","0.05","0.2","0.08"
"9235","ThunderBolts","14.4","4.1","11.6","1","6.6","3.2","6.9","0.4","3.7","0.3","0.9","0.85","0","-0.05","0.1","0.05"
"8127","Team Rabyte","14.4","4.7","11.9","0.8","5.9","3.8","7.8","1.9","2.8","0.7","0.7","0.37","0.3","-0.02","0","0.02"
"8739","Redhawk Robotics","14.4","4.5","12.4","1.2","7.1","3.3","6.4","1.1","3.4","0.3","0.9","0.7","0.3","-0.02","-0.1","-0.03"
"5136","MechaPirates","14.4","3.9","10.6","0.9","5","3.1","6.3","0.4","3.5","0.2","3.1","0.35","2","-0.03","0.6","0.12"
"6122","Potential Energy","14.4","4","10.9","0.7","5.2","3.3","7.4","0.4","3.7","0.4","1.8","0.49","1.2","0.13","0","0.04"
"7503","Radicubs","14.4","4.3","11.8","0.8","4.7","3.5","7.6","0.8","3.5","0.5","2","0.4","1.1","0.17","0.2","0.12"
"8626","Cyber Sailors","14.4","4.5","12.2","1.6","9.8","2.8","4.2","1.1","3.4","-0.1","0.4","0.7","0","-0.08","-0.3","0.04"
"9233","Luminous Robotics Team","14.4","4","12.1","1.2","6.9","2.9","6.2","0.9","3.2","0.5","1.2","0.72","0.4","0.1","0.1","-0.07"
"4959","Millennium Falcons","14.3","3.9","11.3","1","6.3","3","6.6","0.6","3.3","0.4","1.5","0.97","0.3","-0.03","0.3","-0.03"
"2853","Hot Spot Robotics","14.3","3.6","10.3","0.2","2.2","3.4","9.5","1.7","1.9","1.5","2.7","0.04","2.3","-0.01","0.2","0.11"
"2560","RoboDog","14.3","3.3","10.9","1.1","6.4","2.3","5.7","1.7","1.6","1","2.2","0.45","1.6","0.23","-0.1","0.04"
